canonical_name,display_name,category,method_type,brand_family,aliases,body_areas,description,competitor_methods
living_proof,Living Proof,fryzjer_zabieg,substance,unilever,Living Proof|living proof,,[Marki profesjonalne] Innowacyjna pielegnacja PhD Zastosowanie: Pielegnacja,[]
loma_hair_care,Loma Hair Care,fryzjer_zabieg,substance,loma,Loma Hair Care|loma hair care,,[Marki profesjonalne] Salon-only naturalna Zastosowanie: Pielegnacja,[]
lpg_alliance_cellu_m6,LPG Alliance / Cellu M6,rf_hifu,device,lpg_systems,LPG Alliance / Cellu M6|lpg alliance / cellu m6|lpg alliance cellu m6,,"[Endermologia] Mechaniczna mobilizacja tkanek z rolkami i ssaniem Zastosowanie: Cellulit, drenaz, lifting",[]
lumecca,Lumecca,laser_depilacja,device,inmode,Lumecca|lumecca,,"[IPL] IPL wysokoenergetyczny Zastosowanie: Plamy, naczynia, fotoodmladzanie",[]
lye_no_lye_relaxers,Lye / No-Lye Relaxers,fryzjer_zabieg,technique,klasyczna,Lye / No-Lye Relaxers|lye / no-lye relaxers|lye no lye relaxers,,[Prostowanie - chemiczne relaxer] Wodorotlenkowe/guanidynowe Zastosowanie: Prostowanie wlosow afro,[]
m22,M22,laser_depilacja,device,lumenis,M22|m22,,"[IPL] Wieloglowicowa platforma IPL + Nd:YAG + ResurFX Zastosowanie: Fotoodmladzanie, naczynia, ruzowate cera",[]
macro_micro_nanofat,Macro/Micro/Nanofat,chirurgia,technique,tonnard_verpaele,Macro/Micro/Nanofat|macro micro nanofat|macro/micro/nanofat,,"[Lipotransfer] Frakcjonowanie tluszczu Zastosowanie: Lifting, biorewitalizacja, blizny",[]
macs_lift,MACS Lift,chirurgia,technique,patrick_tonnard,MACS Lift|macs lift,,[Lifting twarzy] Minimal Access Cranial Suspension Zastosowanie: Mini-lifting,[]
maili_precise_define_volume_extreme,MaiLi Precise/Define/Volume/Extreme,inny,substance,sinclair_pharma,MaiLi Precise/Define/Volume/Extreme|maili precise define volume extreme|maili precise/define/volume/extreme,,[HA - Sinclair] OxiFree HA z technologia OxiFree Zastosowanie: Cala paleta wskazan estetycznych,[]
manicure_hybrydowy,Manicure hybrydowy,manicure,technique,,manicure hybrydowy|hybryda|gel polish|manicure hybrydowy klasyczny,"[""hands""]","Hybryda — lakier hybrydowy utwardzany UV/LED, trwałość 2-4 tyg.","[""manicure_zelowy""]"
manicure_japonski,Manicure japoński,manicure,protocol,,manicure japoński|manicure japonski|p-shine,"[""hands""]","Manicure leczniczy — pasta + pyłki wcierane, naturalna polerka.",[]
manicure_japonski_p_shine,Manicure japonski / P-Shine,manicure,technique,p_shine_japonia,Manicure japonski / P-Shine|manicure japonski / p-shine|manicure japonski p shine,,[Techniki] Polerowanie z pasta i pylem Zastosowanie: Pielegnacja plytki,[]
manicure_zelowy,Manicure żelowy,manicure,technique,,manicure żelowy|żel|paznokcie żelowe|przedłużanie paznokci,"[""hands""]",Manicure żelowy — żel UV na paznokciu własnym lub jako przedłużenie z tipsem.,"[""manicure_hybrydowy"",""akrylowy""]"
masaz_balijski,Masaż balijski,masaz,technique,,masaż balijski|balinese,"[""body""]",Tradycyjny balijski — akupresura + olej + rozciąganie.,[]
masaz_klasyczny,Masaż klasyczny,masaz,technique,,masaż klasyczny|masaz klasyczny|relaksacyjny,"[""body""]","Standardowy masaż relaksacyjny — głaskanie, ugniatanie, rozcieranie.","[""masaz_tajski""]"
masaz_lomilomi,Masaż Lomi Lomi,masaz,technique,,lomi lomi|lomilomi|hawajski,"[""body""]","Hawajski masaż przedramionami, fala uderzeniowa + olej.",[]
masaz_sportowy,Masaż sportowy,masaz,technique,,masaż sportowy|sportowy|deep tissue,"[""body""]","Głęboki masaż mięśniowy — relaksacja powięzi, sportowcy.","[""masaz_klasyczny""]"
masaz_tajski,Masaż tajski,masaz,technique,,masaż tajski|masaz tajski|thai massage,"[""body""]","Tradycyjny tajski — uciski + rozciąganie, wykonywany przez maty.","[""masaz_klasyczny""]"
masseter_slimming,Masseter slimming,substancja,technique,roznorodni_iniektorzy,Masseter slimming|masseter slimming,,"[Technika podania toksyny] Toksyna w m. zwacze dla smukleniej twarzy Zastosowanie: V-line, bruksizm",[]
mastopexy_benelli_lejour_wise,Mastopexy (Benelli/Lejour/Wise),chirurgia,technique,roznorodni,Mastopexy (Benelli/Lejour/Wise)|mastopexy|mastopexy (benelli/lejour/wise),,[Mastopeksja] Lifting piersi z roznymi wzorami ciec Zastosowanie: Lifting piersi,[]
matrix_bond_ultim8,Matrix Bond Ultim8,fryzjer_zabieg,substance,matrix_l_oreal,Matrix Bond Ultim8|matrix bond ultim8,,[Bond builders/ochrona] Bond strengthener Zastosowanie: Ochrona,[]
matrix_socolor_total_results_biolage,"Matrix (SoColor, Total Results, Biolage)",fryzjer_zabieg,substance,l_oreal,"Matrix (SoColor, Total Results, Biolage)|matrix|matrix (socolor, total results, biolage)",,"[Marki profesjonalne] Salon mass market Zastosowanie: Kolor, pielegnacja",[]
maxi_mist_aura_allure_fusion_tan,Maxi-Mist / Aura Allure / Fusion Tan,inny,device,roznorodni,Maxi-Mist / Aura Allure / Fusion Tan|maxi mist aura allure fusion tan|maxi-mist / aura allure / fusion tan,,[Spray tan urzadzenia] Aerograf do spray tan Zastosowanie: Spray tan,[]
mecotec_cryostar,Mecotec / CryoStar,inny,device,mecotec,Mecotec / CryoStar|mecotec / cryostar|mecotec cryostar,,[Krioterapia] Komory krio Zastosowanie: Krioterapia,[]
med2contour,Med2Contour,rf_hifu,device,promoitalia,Med2Contour|med2contour,,[HIFU] HIFU do redukcji tkanki tluszczowej Zastosowanie: Modelowanie ciala,[]
mediostar_monolith,MeDioStar Monolith,laser_depilacja,device,asclepion,MeDioStar Monolith|mediostar monolith,,[Laser depilacyjny diodowy] Diodowy z 4 dlugosciami fali Zastosowanie: Depilacja,[]
mediq_lift_skinlift,MEDIQ Lift / SkinLift,rf_hifu,device,roznorodni_dystrybutorzy_eu,MEDIQ Lift / SkinLift|mediq lift / skinlift|mediq lift skinlift,,[HIFU] Klasyczne urzadzenia HIFU do gabinetow Zastosowanie: Lifting,[]
mediterm_infrared_sunlighten,Mediterm Infrared / Sunlighten,inny,substance,sunlighten_mediterm,Mediterm Infrared / Sunlighten|mediterm infrared / sunlighten|mediterm infrared sunlighten,,"[Sauna IR] Sauna na podczerwien Zastosowanie: Detoksykacja, regeneracja",[]
meditoxin,Meditoxin,substancja,substance,medytox,Meditoxin|meditoxin,,[Toksyna botulinowa] Toksyna typu A Zastosowanie: Zmarszczki,[]
mega_volume,Mega Volume,brwi_rzesy,technique,roznorodni,Mega Volume|mega volume,,[Rzesy - przedluzanie] Wachlarze 10D-20D Zastosowanie: Mega volume,[]
mei_cha_synergy_tattoo_star,Mei-Cha Synergy / Tattoo Star,makijaz_permanentny,substance,mei_cha,Mei-Cha Synergy / Tattoo Star|mei cha synergy tattoo star|mei-cha synergy / tattoo star,,[PMU - urzadzenia] Maszynki PMU Zastosowanie: PMU,[]
mentor_memorygel_memoryshape,Mentor MemoryGel / MemoryShape,chirurgia,substance,mentor_johnson_johnson,Mentor MemoryGel / MemoryShape|mentor memorygel / memoryshape|mentor memorygel memoryshape,,[Powiekszanie piersi] Implanty round i anatomical Zastosowanie: Augmentacja piersi,[]
mesoestetic_cosmelan_hydro_vital_brightening,Mesoestetic Cosmelan / Hydro-Vital / Brightening,peeling,substance,mesoestetic_pharma_group,Mesoestetic Cosmelan / Hydro-Vital / Brightening|mesoestetic cosmelan / hydro-vital / brightening|mesoestetic cosmelan hydro vital brightening,,"[Kosmeceutyki gabinetowe] Pelne portfolio gabinetowe i domowe Zastosowanie: Depigmentacja, antiaging",[]
mesoestetic_peel,Mesoestetic Peel,peeling,substance,mesoestetic,mesoestetic|mesopeel|mesoestetic peeling,"[""face"",""body""]","Mesoestetic linia peelingów chemicznych (TCA, glikol, kwas mlekowy, ferulowy).","[""prx_t33"",""dermalogica""]"
mesohair_mesoline_hair_bcn,Mesohair / Mesoline Hair (BCN),trychologia,substance,institute_bcn_md_skin,Mesohair / Mesoline Hair (BCN)|mesohair / mesoline hair|mesohair / mesoline hair (bcn)|mesohair mesoline hair,,[Mezoterapia hair] Mezokoktajl trychologiczny Zastosowanie: Lysienie,[]
mesopeel,Mesopeel,peeling,substance,mesoestetic,Mesopeel|mesopeel,,"[Peeling chemiczny] Linia peelingow chemicznych Zastosowanie: Przebarwienia, trądzik, fotostarzenie",[]
mesopen_mesogun,Mesopen / Mesogun,mezoterapia,device,u225_mesogun_mesoestetic,Mesopen / Mesogun|mesopen / mesogun|mesopen mesogun,,[No-needle mezoterapia] U225 - 5 igieł 13mm wibracyjna mezoterapia Zastosowanie: Mezoterapia mechaniczna,[]
mezofiller,Mezofiller,substancja,substance,,mezofiller|meso filler,"[""face""]",Hybryda mezo + wypełniacza HA z dodatkiem peptydów.,"[""aquashine"",""profhilo""]"
mezoterapia_bezigłowa,Mezoterapia bezigłowa,mezoterapia,technique,,mezoterapia bezigłowa|mezoterapia bezigłowa|needleless mesotherapy,"[""face""]","Wprowadzanie substancji bioaktywnych bez igieł — elektroporacja, mezoporacja, ultradźwięki.","[""mezoterapia_iglowa""]"
mezoterapia_iglowa,Mezoterapia igłowa,mezoterapia,technique,,mezoterapia igłowa|mezoterapia iglowa|needle mesotherapy,"[""face"",""body"",""scalp""]","Iniekcje igłowe substancji bioaktywnych (witaminy, aminokwasy, peptydy, HA) w skórę właściwą.","[""dermapen"",""dermaroller""]"
microaire_pal,MicroAire PAL,chirurgia,device,microaire,MicroAire PAL|microaire pal,,[Liposukcja chirurgiczna] Power-Assisted Liposuction wibracyjna Zastosowanie: Lipoaspiracja,[]
microbeau_spektra_flux_xion,MicroBeau Spektra Flux / Xion,makijaz_permanentny,substance,microbeau,MicroBeau Spektra Flux / Xion|microbeau spektra flux / xion|microbeau spektra flux xion,,[PMU - urzadzenia] Maszynki PMU bezprzewodowe Zastosowanie: PMU,[]
microblading,Microblading,makijaz_permanentny,technique,roznorodni_mistrzowie,Microblading|micro blading|microblading|pmu brwi,"[""eyebrows""]",[Brwi - PMU] Reczne nacinanie wlosk po wlosku Zastosowanie: Tatuaz brwi,"[""ombre_brwi"",""powder_brwi""]"
microbotox_mesobotox,Microbotox / Mesobotox,substancja,technique,roznorodni_iniektorzy,Microbotox / Mesobotox|microbotox / mesobotox|microbotox mesobotox,,"[Technika podania toksyny] Powierzchowne rozcienczone iniekcje Zastosowanie: Pory, lojotok, jakosc skory",[]
microshading,Microshading,makijaz_permanentny,technique,roznorodni,Microshading|microshading,,[Brwi - PMU] Delikatne cieniowanie Zastosowanie: PMU brwi,[]
mid_facelift,Mid-Facelift,chirurgia,technique,hester_tessier,Mid-Facelift|mid facelift|mid-facelift,,[Lifting twarzy] Lifting srodtwarzy Zastosowanie: Okolica jarzmowa,[]
mikrodermabrazja,Mikrodermabrazja,mezoterapia,technique,,mikrodermabrazja|mikrodermabrazja diamentowa|microdermabrasion,"[""face"",""back""]",Mechaniczne złuszczanie naskórka diamentami lub korundem.,"[""hydrafacial"",""oxybrasion""]"
milk_shake,Milk_Shake,fryzjer_zabieg,substance,z_one_concept,Milk_Shake|milk shake|milk_shake,,[Marki profesjonalne] Pielegnacja bezsiarczanowa Zastosowanie: Pielegnacja,[]
minetan_b_tan_sjolie_norvell_vita_liberata,MineTan / b.tan / Sjolie / Norvell / VITA Liberata,inny,substance,roznorodni,MineTan / b.tan / Sjolie / Norvell / VITA Liberata|minetan / b.tan / sjolie / norvell / vita liberata|minetan b tan sjolie norvell vita liberata,,[Spray tan] Aerograf opalanie DHA Zastosowanie: Bezpieczne opalanie,[]
mint_pdo_mint_lift,Mint PDO / Mint Lift,substancja,substance,hansbiomed,Mint PDO / Mint Lift|mint pdo / mint lift|mint pdo mint lift,,[Nici PCL] Molded Cog PDO threads Zastosowanie: Lifting,[]
mixto_sx,MiXto SX,laser_skin,device,lasering,MiXto SX|mixto sx,,"[Laser CO2 frakcyjny] Frakcyjny CO2 z technologia Pixel Stacking Zastosowanie: Resurfacing, blizny, rozstepy",[]
modelis_shape_lips,Modelis Shape/Lips,inny,substance,anteis_merz,Modelis Shape/Lips|modelis shape lips|modelis shape/lips,,[HA - Anteis] HA do modelowania Zastosowanie: Kontur,[]
monalisa_touch,MonaLisa Touch,laser_skin,device,deka_cynosure,MonaLisa Touch|monalisa touch,,"[Laser ginekologiczny CO2] Frakcyjny CO2 z sonda dopochwowa Zastosowanie: Atrofia urogenitalna, ksero",[]
money_piece_face_framing,Money Piece / Face Framing,fryzjer_koloryzacja,technique,klasyczna,Money Piece / Face Framing|money piece / face framing|money piece face framing,,[Koloryzacja - rozjasnianie] Rozjasnione pasma przy twarzy Zastosowanie: Konturowanie twarzy,[]
mono_threads_tornado_threads,Mono Threads / Tornado Threads,inny,substance,roznorodni_oem,Mono Threads / Tornado Threads|mono threads / tornado threads|mono threads tornado threads,,"[Nici monofilament] Cienkie PDO mono do biostimulacji Zastosowanie: Biorewitalizacja, jakosc skory",[]
moroccanoil,Moroccanoil,fryzjer_zabieg,substance,moroccanoil,Moroccanoil|moroccanoil,,"[Marki profesjonalne] Argan oil care Zastosowanie: Pielegnacja, stylizacja",[]
morpheus8,Morpheus8,rf_hifu,device,inmode,Morpheus8|morpheus|morpheus 8|morpheus8,"[""face"",""body""]","[Mikroiglowa RF] Mikroiglowa frakcyjna RF subdermalna Zastosowanie: Lifting, blizny, rozstepy, tightening","[""virtue_rf"",""infini""]"
morpheus8_body,Morpheus8 Body,rf_hifu,device,inmode,Morpheus8 Body|morpheus8 body,,"[Mikroiglowa RF] Mikroiglowa RF z gleboka penetracja do ciala Zastosowanie: Lifting ciala, cellulit",[]
motiva_flora_truetissue_dynamics,Motiva Flora / TrueTissue Dynamics,chirurgia,substance,motiva,Motiva Flora / TrueTissue Dynamics|motiva flora / truetissue dynamics|motiva flora truetissue dynamics,,[Powiekszanie piersi] Implant z mikroczipem do MRI tracking Zastosowanie: Augmentacja piersi,[]
motiva_implants_ergonomix_silksurface_truefixation,Motiva Implants Ergonomix / SilkSurface / TrueFixation,chirurgia,substance,motiva_establishment_labs,Motiva Implants Ergonomix / SilkSurface / TrueFixation|motiva implants ergonomix / silksurface / truefixation|motiva implants ergonomix silksurface truefixation,,"[Powiekszanie piersi] Implanty z TrueMonobloc, ProgressiveGel Zastosowanie: Augmentacja piersi",[]
motus,Motus,laser_depilacja,device,deka,motus|motus ax|motus light,"[""face"",""body"",""armpit"",""bikini"",""legs""]",Laser aleksandrytowy 755nm DEKA Motus AX; ruchoma głowica skanująca.,"[""thunder"",""soprano"",""clarity_ii""]"
motus_ay_ax,Motus AY/AX,laser_depilacja,device,deka,Motus AY/AX|motus ay ax|motus ay/ax,,[Laser depilacyjny diodowy] Aleksandryt + diodowy z technologia Moveo (in motion) Zastosowanie: Depilacja bezbolesna,[]
mts_roller_dermaroller,MTS Roller / Dermaroller,mezoterapia,device,dermaroller_gmbh,MTS Roller / Dermaroller|mts roller / dermaroller|mts roller dermaroller,,[Mikroiglowanie] Klasyczny roller z iglami Zastosowanie: Mikronakluwanie,[]
mustarde_technique,Mustarde Technique,chirurgia,technique,mustarde,Mustarde Technique|mustarde technique,,[Otoplastyka] Szwy konchoskaprzowe Zastosowanie: Korekcja odstajacych uszu,[]
myobloc_neurobloc,Myobloc / NeuroBloc,inny,substance,supernus_solstice_neurosciences,Myobloc / NeuroBloc|myobloc / neurobloc|myobloc neurobloc,,"[Toksyna botulinowa - typ B] RimabotulinumtoxinB Zastosowanie: Dystonia szyjna, off-label estetyka",[]
nagor_gc_aesthetics_impleo_cogel_round,Nagor / GC Aesthetics Impleo / CoGel / Round,chirurgia,substance,gc_aesthetics,Nagor / GC Aesthetics Impleo / CoGel / Round|nagor / gc aesthetics impleo / cogel / round|nagor gc aesthetics impleo cogel round,,[Powiekszanie piersi] Implanty silikonowe Zastosowanie: Augmentacja piersi,[]
nail_perfect_akzentz,Nail Perfect / Akzentz,manicure,substance,nail_perfect_akzentz,Nail Perfect / Akzentz|nail perfect / akzentz|nail perfect akzentz,,[Marki zel] Zele profesjonalne Zastosowanie: Stylizacja,[]
nano_brows_machine_hair_strokes,Nano Brows / Machine Hair Strokes,makijaz_permanentny,technique,roznorodni,Nano Brows / Machine Hair Strokes|nano brows / machine hair strokes|nano brows machine hair strokes,,[Brwi - PMU] Maszynowe wloski cyfrowe Zastosowanie: PMU brwi,[]
nanopore_stamp,Nanopore Stamp,mezoterapia,device,roznorodni_oem,Nanopore Stamp|nanopore stamp,,"[Mikroiglowanie] Stamp z nanoiglami Zastosowanie: Drug delivery, krotkie zabiegi",[]
nashi_argan_nash,Nashi Argan / Nash,fryzjer_zabieg,substance,landoll,Nashi Argan / Nash|nashi argan / nash|nashi argan nash,,[Marki profesjonalne] Pielegnacja arganowa Zastosowanie: Pielegnacja,[]
nctf,NCTF,substancja,substance,fillmed,nctf|nctf 135|nctf 135 ha,"[""face"",""neck"",""scalp""]","FillMed NCTF — koktajl 53 składników (witaminy, aminokwasy, peptydy, HA).","[""aquashine"",""jalupro""]"
nctf_135_ha_nctf_135,NCTF 135 HA / NCTF 135,substancja,substance,filorga,NCTF 135 HA / NCTF 135|nctf 135 ha / nctf 135|nctf 135 ha nctf 135,,"[HA - Filorga] Koktajl rewitalizacyjny 53 skladniki + HA Zastosowanie: Mezoterapia, biorewitalizacja",[]
nctf_135ha_x_adn_embriolisse,NCTF 135HA / X-Adn / Embriolisse,inny,substance,filorga_mastelli_embriolisse,NCTF 135HA / X-Adn / Embriolisse|nctf 135ha / x-adn / embriolisse|nctf 135ha x adn embriolisse,,[Suplementacja iniekcyjna] Koktajle rewitalizacyjne Zastosowanie: Biorewitalizacja,[]
nd_yag,Nd:YAG,laser_skin,device,,nd yag|ndyag|nd-yag|nd:yag,"[""face"",""body""]","Laser neodymowy 1064nm — depilacja IV-VI fototyp, naczynia, zmiany barwnikowe.","[""diodowy_laser""]"
neauvia_organic_intense_flux_lips_hydro_deluxe_stimulate,Neauvia Organic Intense/Flux/Lips/Hydro Deluxe/Stimulate,substancja,substance,neauvia_matex_lab,Neauvia Organic Intense/Flux/Lips/Hydro Deluxe/Stimulate|neauvia organic intense flux lips hydro deluxe stimulate|neauvia organic intense/flux/lips/hydro deluxe/stimulate,,"[HA - Neauvia] PEG-cross-linked HA + CaHA hybryda Zastosowanie: Konturowanie, wolumetria, biorewitalizacja",[]
neauvia_rose_caha_ha,Neauvia Rose CaHA + HA,substancja,substance,neauvia,Neauvia Rose CaHA + HA|neauvia rose caha + ha|neauvia rose caha ha,,"[HA - Neauvia] Hybryda HA + CaHA Zastosowanie: Lifting, kontur",[]
nefertiti_lift,Nefertiti Lift,substancja,technique,roznorodni_iniektorzy,Nefertiti Lift|nefertiti lift,,[Technika podania toksyny] Toksyna w platysme dla liftingu zuchwy Zastosowanie: Lifting linii zuchwy,[]
neograft,NeoGraft,transplantacja_wlosow,device,venus_concept,NeoGraft|neograft,,[Hair transplant] Pneumatyczny FUE Zastosowanie: Przeszczep wlosow,[]
neonail,NeoNail,manicure,substance,neonail_professional,NeoNail|neonail,,[Marki lakiery hybrydowe] Hybrydowe lakiery Zastosowanie: Manicure,[]
neostrata_exuviance,Neostrata / Exuviance,peeling,substance,neostrata_company_galderma,Neostrata / Exuviance|neostrata / exuviance|neostrata exuviance,,[Kosmeceutyki gabinetowe] AHA/PHA pionierzy Zastosowanie: Antiaging,[]
neuronox_siax,Neuronox / Siax,substancja,substance,medytox,Neuronox / Siax|neuronox / siax|neuronox siax,,[Toksyna botulinowa] ClostridiopeptydeA Zastosowanie: Zmarszczki,[]
nioxin,Nioxin,trychologia,substance,p_g_wella,Nioxin|nioxin,,[Trychologia preparaty] System pielegnacji wlosow przerzedzonych Zastosowanie: Lysienie,[]
nouveau_contour_intelligent_dt2_easy,Nouveau Contour Intelligent / DT2 / Easy,makijaz_permanentny,substance,nouveau_contour,Nouveau Contour Intelligent / DT2 / Easy|nouveau contour intelligent / dt2 / easy|nouveau contour intelligent dt2 easy,,[PMU - urzadzenia] Maszynki digital PMU Zastosowanie: PMU,[]
nuceiva_jeuveau,Nuceiva / Jeuveau,substancja,substance,evolus_daewoong,Nuceiva / Jeuveau|nuceiva / jeuveau|nuceiva jeuveau,,[Toksyna botulinowa] PrabotulinumtoxinA Zastosowanie: Zmarszczki gabek,[]
nucleofil,NUCLEOFIL,substancja,substance,mastelli,nucleofil|nucleofil strong|nucleofil medium,"[""face"",""neck""]",Mastelli NUCLEOFIL — polinukleotydy (PDRN) stymulujące fibroblasty.,"[""rejuran"",""plinest""]"
nucleofill_strong_soft_medium,Nucleofill Strong/Soft/Medium,substancja,substance,promoitalia,Nucleofill Strong/Soft/Medium|nucleofill strong soft medium|nucleofill strong/soft/medium,,"[Polinukleotydy] Polinukleotydy z DNA lososia Zastosowanie: Biorewitalizacja, dolina lez",[]
obagi,Obagi,peeling,substance,obagi_medical,obagi|obagi nu-derm|obagi blue peel,"[""face""]",Obagi Medical Nu-Derm + Blue Peel — programy medyczne depigmentacji + odmładzania.,"[""skinceuticals"",""zo_skin_health""]"
obagi_medical_nu_derm_blue_peel,"Obagi Medical (Nu-Derm, Blue Peel)",peeling,substance,obagi_cosmeceuticals,"Obagi Medical (Nu-Derm, Blue Peel)|obagi medical|obagi medical (nu-derm, blue peel)",,"[Kosmeceutyki gabinetowe] Systemy depigmentacyjne Zastosowanie: Przebarwienia, fotostarzenie",[]
observ_520_520x,Observ 520 / 520x,inny,device,sylton,Observ 520 / 520x|observ 520 / 520x|observ 520 520x,,[Skin scanner i diagnostyka] Wieloswiatlowa analiza skory Zastosowanie: Diagnostyka skory,[]
oczyszczanie_manualne,Oczyszczanie manualne,oczyszczanie,technique,,oczyszczanie manualne|extraction|comedoextraction,"[""face""]",Standardowe manualne oczyszczanie skóry — extraction zaskórników/wykwitów.,"[""hydrafacial"",""oczyszczanie_wodorowe""]"
oczyszczanie_wodorowe,Oczyszczanie wodorowe,peeling,technique,,oczyszczanie wodorowe|hydrogenowe|h2 oczyszczanie,"[""face""]",Wodorowe oczyszczanie — H2O2 + alkalinizacja porów + extraction.,"[""hydrafacial"",""oxybrasion""]"
olaplex,Olaplex,fryzjer_zabieg,substance,olaplex,olaplex|olaplex bond builder,"[""hair""]","Olaplex — kwas maleinowy odbudowujący wiązania disulfidowe, professional.","[""k18"",""botoks_wlosow""]"
olaplex_linia_kompletna,Olaplex (Linia kompletna),fryzjer_zabieg,substance,olaplex_holdings,Olaplex (Linia kompletna)|olaplex|olaplex (linia kompletna),,[Marki profesjonalne] Bond builder + pielegnacja Zastosowanie: Odbudowa wlosow,[]
olaplex_no_0_plinest_hair,Olaplex No.0 / Plinest Hair,trychologia,substance,olaplex_mastelli,Olaplex No.0 / Plinest Hair|olaplex no 0 plinest hair|olaplex no.0 / plinest hair,,[Trychologia preparaty] Bond builder i PDRN dla skory glowy Zastosowanie: Wzmocnienie,[]
olaplex_no_1_no_2_no_3_no_4_no_5_no_6_no_7,Olaplex No.1/No.2/No.3/No.4/No.5/No.6/No.7,fryzjer_zabieg,substance,olaplex,Olaplex No.1/No.2/No.3/No.4/No.5/No.6/No.7|olaplex no 1 no 2 no 3 no 4 no 5 no 6 no 7|olaplex no.1/no.2/no.3/no.4/no.5/no.6/no.7,,[Bond builders/ochrona] Bisaminopropyl diglycol dimaleate - linia bond Zastosowanie: Odbudowa wiazan,[]
olaplex_treatment,Olaplex Treatment,fryzjer_koloryzacja,substance,olaplex,Olaplex Treatment|olaplex treatment,,[Koloryzacja - cala glowa] Bond Multiplier - bisaminopropyl diglycol dimaleate Zastosowanie: Ochrona/odbudowa wiazan dwusiarczkowych,[]
ombre,Ombre,fryzjer_koloryzacja,technique,klasyczna,Ombre|ombre,,[Koloryzacja - rozjasnianie] Stopniowe przejscie od ciemnego do jasnego Zastosowanie: Cieniowanie konca,[]
ombre_babyboomer,Ombre / Babyboomer,manicure,technique,klasyczna,Ombre / Babyboomer|ombre / babyboomer|ombre babyboomer,,[Techniki] Plynne przejscie kolorow Zastosowanie: Manicure,[]
ombre_brwi,Ombre Brwi,makijaz_permanentny,technique,,ombre brwi|ombre|brow ombre|brwi pudrowe,"[""eyebrows""]",Pigmentacja brwi metodą piksel/ombre — efekt pudrowy makijażu.,"[""microblading"",""powder_brwi""]"
ombre_powder_brows_powder_brows,Ombre Powder Brows / Powder Brows,makijaz_permanentny,technique,roznorodni,Ombre Powder Brows / Powder Brows|ombre powder brows / powder brows|ombre powder brows powder brows,,[Brwi - PMU] Cieniowanie maszynowe Zastosowanie: PMU brwi,[]
omnilux_contour_face_body_omnilux_clear,Omnilux Contour Face/Body / Omnilux Clear,inny,device,globalmed_technologies,Omnilux Contour Face/Body / Omnilux Clear|omnilux contour face body omnilux clear|omnilux contour face/body / omnilux clear,,"[LED therapy] LED czerwone i niebieskie Zastosowanie: Antiaging, trądzik",[]
onda,Onda,rf_hifu,device,deka,onda|onda coolwaves,"[""body"",""thighs"",""abdomen"",""buttocks""]",DEKA Onda CoolWaves — mikrofale 2.45GHz na tkankę tłuszczową + cellulit; non-invasive.,"[""emsculpt"",""cooltech"",""coolsculpting""]"
open_rhinoplasty,Open Rhinoplasty,chirurgia,technique,klasyczna,Open Rhinoplasty|open rhinoplasty,,[Rynoplastyka] Dostep przez kolumellę Zastosowanie: Korekta nosa,[]
opi_gelcolor,OPI GelColor,manicure,substance,opi_wella_company,OPI GelColor|opi gelcolor,,[Marki lakiery hybrydowe] Profesjonalny system hybryd Zastosowanie: Manicure,[]
oribe,Oribe,fryzjer_zabieg,substance,kao,Oribe|oribe,,[Marki profesjonalne] Luxury salon care Zastosowanie: Pielegnacja premium,[]
orthoprp_magellan,OrthoPRP / Magellan,substancja,substance,arteriocyte_isto,OrthoPRP / Magellan|orthoprp / magellan|orthoprp magellan,,[PRP/PRF] Wirowka i system PRP Zastosowanie: PRP,[]
oster_classic_76_fast_feed,Oster Classic 76 / Fast Feed,fryzjer_zabieg,substance,oster,Oster Classic 76 / Fast Feed|oster classic 76 / fast feed|oster classic 76 fast feed,,[Maszynki barberskie] Klasyka barberska Zastosowanie: Strzyzenie,[]
oxybrasion,Oxybrasion,mezoterapia,technique,,oxybrasion|oxy brasion|tlenobrasja,"[""face""]",Mechaniczna mikrodermabrazja + tlen + serum pod ciśnieniem.,"[""hydrafacial"",""mikrodermabrazja""]"
oxygen_therapy,Tlenoterapia,inny,technique,,tlenoterapia|oxygen therapy|tlen,"[""face"",""body""]",Aplikacja tlenu pod ciśnieniem na skórę lub komora hiperbaryczna.,"[""hydrafacial""]"
oxyjet_intraceuticals,OxyJet / Intraceuticals,inny,substance,intraceuticals_karin_herzog,OxyJet / Intraceuticals|oxyjet / intraceuticals|oxyjet intraceuticals,,"[Oxygen therapy] Maska tlenowa pod cisnieniem + serum Zastosowanie: Hydratacja, blask",[]
parlux_alyon_3500_385_powerlight,Parlux Alyon / 3500 / 385 PowerLight,fryzjer_zabieg,substance,parlux,Parlux Alyon / 3500 / 385 PowerLight|parlux alyon / 3500 / 385 powerlight|parlux alyon 3500 385 powerlight,,[Suszarki] Profesjonalne suszarki salonowe Zastosowanie: Suszenie,[]
paul_mitchell,Paul Mitchell,fryzjer_zabieg,substance,john_paul_mitchell_systems,Paul Mitchell|paul mitchell,,"[Marki profesjonalne] Professional only salon Zastosowanie: Pielegnacja, stylizacja",[]
pca_skin,PCA Skin,peeling,substance,colgate_palmolive,PCA Skin|pca skin,,"[Kosmeceutyki gabinetowe] Profesjonalne peelingi i pielegnacja Zastosowanie: Trądzik, antiaging",[]
